,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
164,"[0.2052447497844696, 0.780968189239502, 1.935526597662829e-06]","[0.37057021260261536, 0.714865505695343, -0.12303527444601059]","[0.44680947065353394, 0.5760571360588074, -0.16312262415885925]","[0.509665846824646, 0.4709446132183075, -0.19834981858730316]","[0.5966731905937195, 0.3937491774559021, -0.22478754818439484]","[0.25723332166671753, 0.3491133451461792, -0.06216726452112198]","[0.22872358560562134, 0.18351738154888153, -0.13156571984291077]","[0.20685350894927979, 0.07910454273223877, -0.1894129514694214]","[0.1872445046901703, -0.005100756883621216, -0.23089702427387238]","[0.09166167676448822, 0.37129732966423035, -0.06243579834699631]","[-0.03794756531715393, 0.2294101119041443, -0.12601527571678162]","[-0.0934205949306488, 0.15085315704345703, -0.17141328752040863]","[-0.12582871317863464, 0.08591178059577942, -0.20088224112987518]","[-0.04515886306762695, 0.42595088481903076, -0.08074381202459335]","[-0.12144270539283752, 0.3462829887866974, -0.17276187241077423]","[-0.07341209053993225, 0.3725492060184479, -0.17352992296218872]","[-0.02672290802001953, 0.40045493841171265, -0.15226925909519196]","[-0.1655428409576416, 0.49978649616241455, -0.1148902177810669]","[-0.2030702829360962, 0.4319484531879425, -0.1889139860868454]","[-0.15440306067466736, 0.4440884590148926, -0.17668123543262482]",
165,"[0.2052447497844696, 0.780968189239502, 1.935526597662829e-06]","[0.37057021260261536, 0.714865505695343, -0.12303527444601059]","[0.44680947065353394, 0.5760571360588074, -0.16312262415885925]","[0.509665846824646, 0.4709446132183075, -0.19834981858730316]","[0.5966731905937195, 0.3937491774559021, -0.22478754818439484]","[0.25723332166671753, 0.3491133451461792, -0.06216726452112198]","[0.22872358560562134, 0.18351738154888153, -0.13156571984291077]","[0.20685350894927979, 0.07910454273223877, -0.1894129514694214]","[0.1872445046901703, -0.005100756883621216, -0.23089702427387238]","[0.09166167676448822, 0.37129732966423035, -0.06243579834699631]","[-0.03794756531715393, 0.2294101119041443, -0.12601527571678162]","[-0.0934205949306488, 0.15085315704345703, -0.17141328752040863]","[-0.12582871317863464, 0.08591178059577942, -0.20088224112987518]","[-0.04515886306762695, 0.42595088481903076, -0.08074381202459335]","[-0.12144270539283752, 0.3462829887866974, -0.17276187241077423]","[-0.07341209053993225, 0.3725492060184479, -0.17352992296218872]","[-0.02672290802001953, 0.40045493841171265, -0.15226925909519196]","[-0.1655428409576416, 0.49978649616241455, -0.1148902177810669]","[-0.2030702829360962, 0.4319484531879425, -0.1889139860868454]","[-0.15440306067466736, 0.4440884590148926, -0.17668123543262482]",
166,"[0.48169979453086853, 0.6595457196235657, 1.0492296951269964e-06]","[0.36114251613616943, 0.6220788955688477, -0.05128546059131622]","[0.30284547805786133, 0.530087411403656, -0.08231985569000244]","[0.3081105351448059, 0.46078839898109436, -0.11446644365787506]","[0.3314547538757324, 0.4087757468223572, -0.14516595005989075]","[0.3372418284416199, 0.43334606289863586, -0.05345609784126282]","[0.3107193112373352, 0.33978867530822754, -0.12480185180902481]","[0.3124011158943176, 0.27726998925209045, -0.17564444243907928]","[0.32193440198898315, 0.23224250972270966, -0.20564335584640503]","[0.43639329075813293, 0.42580336332321167, -0.0687713772058487]","[0.4285411238670349, 0.32466959953308105, -0.13706082105636597]","[0.43510931730270386, 0.2647888660430908, -0.17688749730587006]","[0.450714647769928, 0.21993212401866913, -0.1967182457447052]","[0.5333459377288818, 0.4367951452732086, -0.09319523721933365]","[0.5467535257339478, 0.34180235862731934, -0.15912888944149017]","[0.5432934165000916, 0.31096720695495605, -0.16448041796684265]","[0.5447348952293396, 0.2846861183643341, -0.15655429661273956]","[0.6295034289360046, 0.4611218273639679, -0.12367649376392365]","[0.6566281914710999, 0.37976694107055664, -0.17120544612407684]","[0.6630545854568481, 0.3391163945198059, -0.16889351606369019]","[0.6627907156944275, 0.30520159006118774, -0.15846729278564453]"
167,"[0.48169979453086853, 0.6595457196235657, 1.0492296951269964e-06]","[0.36114251613616943, 0.6220788955688477, -0.05128546059131622]","[0.30284547805786133, 0.530087411403656, -0.08231985569000244]","[0.3081105351448059, 0.46078839898109436, -0.11446644365787506]","[0.3314547538757324, 0.4087757468223572, -0.14516595005989075]","[0.3372418284416199, 0.43334606289863586, -0.05345609784126282]","[0.3107193112373352, 0.33978867530822754, -0.12480185180902481]","[0.3124011158943176, 0.27726998925209045, -0.17564444243907928]","[0.32193440198898315, 0.23224250972270966, -0.20564335584640503]","[0.43639329075813293, 0.42580336332321167, -0.0687713772058487]","[0.4285411238670349, 0.32466959953308105, -0.13706082105636597]","[0.43510931730270386, 0.2647888660430908, -0.17688749730587006]","[0.450714647769928, 0.21993212401866913, -0.1967182457447052]","[0.5333459377288818, 0.4367951452732086, -0.09319523721933365]","[0.5467535257339478, 0.34180235862731934, -0.15912888944149017]","[0.5432934165000916, 0.31096720695495605, -0.16448041796684265]","[0.5447348952293396, 0.2846861183643341, -0.15655429661273956]","[0.6295034289360046, 0.4611218273639679, -0.12367649376392365]","[0.6566281914710999, 0.37976694107055664, -0.17120544612407684]","[0.6630545854568481, 0.3391163945198059, -0.16889351606369019]","[0.6627907156944275, 0.30520159006118774, -0.15846729278564453]"
168,"[0.46453315019607544, 0.6396079063415527, -3.319819938951696e-07]","[0.346287339925766, 0.4916194677352905, -0.054375432431697845]","[0.39174479246139526, 0.27578482031822205, -0.15011665225028992]","[0.5256654620170593, 0.12772879004478455, -0.22956116497516632]","[0.7028533816337585, 0.04527127742767334, -0.2911853492259979]","[0.3440944254398346, 0.3584567606449127, -0.39936935901641846]","[0.6040478348731995, 0.12288747727870941, -0.552532970905304]","[0.6036354303359985, 0.12855471670627594, -0.5673216581344604]","[0.5431348085403442, 0.18290774524211884, -0.5432936549186707]","[0.47691547870635986, 0.4514502286911011, -0.4313860237598419]","[0.787870466709137, 0.1927245408296585, -0.5973593592643738]","[0.7251526117324829, 0.21689778566360474, -0.5482767224311829]","[0.6182795763015747, 0.2898271083831787, -0.48185110092163086]","[0.6329741477966309, 0.5288824439048767, -0.4525253176689148]","[0.8963150978088379, 0.28038954734802246, -0.5429722666740417]","[0.8127259016036987, 0.30388307571411133, -0.42472895979881287]","[0.714348316192627, 0.3710063099861145, -0.32274171710014343]","[0.7918738126754761, 0.5903633832931519, -0.4771203100681305]","[0.9737034440040588, 0.37512966990470886, -0.49309098720550537]","[0.8958008289337158, 0.373836487531662, -0.4028661549091339]",
169,"[0.46453315019607544, 0.6396079063415527, -3.319819938951696e-07]","[0.346287339925766, 0.4916194677352905, -0.054375432431697845]","[0.39174479246139526, 0.27578482031822205, -0.15011665225028992]","[0.5256654620170593, 0.12772879004478455, -0.22956116497516632]","[0.7028533816337585, 0.04527127742767334, -0.2911853492259979]","[0.3440944254398346, 0.3584567606449127, -0.39936935901641846]","[0.6040478348731995, 0.12288747727870941, -0.552532970905304]","[0.6036354303359985, 0.12855471670627594, -0.5673216581344604]","[0.5431348085403442, 0.18290774524211884, -0.5432936549186707]","[0.47691547870635986, 0.4514502286911011, -0.4313860237598419]","[0.787870466709137, 0.1927245408296585, -0.5973593592643738]","[0.7251526117324829, 0.21689778566360474, -0.5482767224311829]","[0.6182795763015747, 0.2898271083831787, -0.48185110092163086]","[0.6329741477966309, 0.5288824439048767, -0.4525253176689148]","[0.8963150978088379, 0.28038954734802246, -0.5429722666740417]","[0.8127259016036987, 0.30388307571411133, -0.42472895979881287]","[0.714348316192627, 0.3710063099861145, -0.32274171710014343]","[0.7918738126754761, 0.5903633832931519, -0.4771203100681305]","[0.9737034440040588, 0.37512966990470886, -0.49309098720550537]","[0.8958008289337158, 0.373836487531662, -0.4028661549091339]",
170,"[0.6454299092292786, 0.7052257061004639, 1.7289751212956617e-06]","[0.7763727307319641, 0.6399262547492981, -0.07624109834432602]","[0.8708591461181641, 0.536095917224884, -0.17000654339790344]","[0.9313477277755737, 0.46786296367645264, -0.23336340487003326]","[1.0295790433883667, 0.434590607881546, -0.29961711168289185]","[0.8042722940444946, 0.6015231609344482, -0.39024651050567627]","[0.7071974277496338, 0.47882765531539917, -0.5155471563339233]","[0.6884291172027588, 0.407742440700531, -0.5449461936950684]","[0.6847144365310669, 0.3719296455383301, -0.540928065776825]","[0.6376849412918091, 0.6348804235458374, -0.38485828042030334]","[0.501694917678833, 0.46308258175849915, -0.503623902797699]","[0.5272877216339111, 0.39197978377342224, -0.48054972290992737]","[0.5834487676620483, 0.3752319812774658, -0.4451700448989868]","[0.49772173166275024, 0.6494095325469971, -0.36746329069137573]","[0.4005278944969177, 0.4758177697658539, -0.4600420892238617]","[0.4329257011413574, 0.4099174737930298, -0.4140861928462982]","[0.4885033369064331, 0.39825284481048584, -0.3561585545539856]","[0.37964507937431335, 0.6495441794395447, -0.34927046298980713]","[0.3232041597366333, 0.4980461299419403, -0.4152371883392334]","[0.3581508696079254, 0.4338337779045105, -0.3938641846179962]","[0.40721654891967773, 0.4156542420387268, -0.35743287205696106]"
171,"[0.6454299092292786, 0.7052257061004639, 1.7289751212956617e-06]","[0.7763727307319641, 0.6399262547492981, -0.07624109834432602]","[0.8708591461181641, 0.536095917224884, -0.17000654339790344]","[0.9313477277755737, 0.46786296367645264, -0.23336340487003326]","[1.0295790433883667, 0.434590607881546, -0.29961711168289185]","[0.8042722940444946, 0.6015231609344482, -0.39024651050567627]","[0.7071974277496338, 0.47882765531539917, -0.5155471563339233]","[0.6884291172027588, 0.407742440700531, -0.5449461936950684]","[0.6847144365310669, 0.3719296455383301, -0.540928065776825]","[0.6376849412918091, 0.6348804235458374, -0.38485828042030334]","[0.501694917678833, 0.46308258175849915, -0.503623902797699]","[0.5272877216339111, 0.39197978377342224, -0.48054972290992737]","[0.5834487676620483, 0.3752319812774658, -0.4451700448989868]","[0.49772173166275024, 0.6494095325469971, -0.36746329069137573]","[0.4005278944969177, 0.4758177697658539, -0.4600420892238617]","[0.4329257011413574, 0.4099174737930298, -0.4140861928462982]","[0.4885033369064331, 0.39825284481048584, -0.3561585545539856]","[0.37964507937431335, 0.6495441794395447, -0.34927046298980713]","[0.3232041597366333, 0.4980461299419403, -0.4152371883392334]","[0.3581508696079254, 0.4338337779045105, -0.3938641846179962]","[0.40721654891967773, 0.4156542420387268, -0.35743287205696106]"
172,"[0.5425202250480652, 0.7098734378814697, 1.4898029121468426e-06]","[0.29842647910118103, 0.6252983808517456, -0.061136290431022644]","[0.14761802554130554, 0.5188463926315308, -0.15504296123981476]","[0.07264173030853271, 0.42425546050071716, -0.23094266653060913]","[0.06124812364578247, 0.35083359479904175, -0.3006921112537384]","[0.3527635335922241, 0.46814215183258057, -0.3198442757129669]","[0.3955499529838562, 0.22723877429962158, -0.4202200472354889]","[0.4106307625770569, 0.1279824674129486, -0.4192895293235779]","[0.42775022983551025, 0.07898712158203125, -0.38993990421295166]","[0.5733863115310669, 0.4841793477535248, -0.3263269364833832]","[0.5975183844566345, 0.2175600826740265, -0.42835959792137146]","[0.5914789438247681, 0.11713573336601257, -0.3985845446586609]","[0.5977301597595215, 0.0746716558933258, -0.3521841764450073]","[0.7551571726799011, 0.4924711287021637, -0.32205426692962646]","[0.7728932499885559, 0.2398681491613388, -0.3930738568305969]","[0.7493565678596497, 0.14636975526809692, -0.3363802433013916]","[0.7419736981391907, 0.10529875755310059, -0.2726897895336151]","[0.8943563103675842, 0.4967573285102844, -0.3169271945953369]","[0.9185693860054016, 0.2954007387161255, -0.3509286642074585]","[0.9014430046081543, 0.21294604241847992, -0.2994391620159149]",
173,"[0.5425202250480652, 0.7098734378814697, 1.4898029121468426e-06]","[0.29842647910118103, 0.6252983808517456, -0.061136290431022644]","[0.14761802554130554, 0.5188463926315308, -0.15504296123981476]","[0.07264173030853271, 0.42425546050071716, -0.23094266653060913]","[0.06124812364578247, 0.35083359479904175, -0.3006921112537384]","[0.3527635335922241, 0.46814215183258057, -0.3198442757129669]","[0.3955499529838562, 0.22723877429962158, -0.4202200472354889]","[0.4106307625770569, 0.1279824674129486, -0.4192895293235779]","[0.42775022983551025, 0.07898712158203125, -0.38993990421295166]","[0.5733863115310669, 0.4841793477535248, -0.3263269364833832]","[0.5975183844566345, 0.2175600826740265, -0.42835959792137146]","[0.5914789438247681, 0.11713573336601257, -0.3985845446586609]","[0.5977301597595215, 0.0746716558933258, -0.3521841764450073]","[0.7551571726799011, 0.4924711287021637, -0.32205426692962646]","[0.7728932499885559, 0.2398681491613388, -0.3930738568305969]","[0.7493565678596497, 0.14636975526809692, -0.3363802433013916]","[0.7419736981391907, 0.10529875755310059, -0.2726897895336151]","[0.8943563103675842, 0.4967573285102844, -0.3169271945953369]","[0.9185693860054016, 0.2954007387161255, -0.3509286642074585]","[0.9014430046081543, 0.21294604241847992, -0.2994391620159149]",
174,"[0.6101242303848267, 0.6054821610450745, 1.0305780051567126e-06]","[0.7071873545646667, 0.5080037117004395, -0.044296994805336]","[0.6841366291046143, 0.38646063208580017, -0.10159320384263992]","[0.6045876741409302, 0.29376673698425293, -0.13648565113544464]","[0.4996925890445709, 0.23310254514217377, -0.1781342774629593]","[0.6570541858673096, 0.4502423405647278, -0.279339462518692]","[0.5558202266693115, 0.3455401659011841, -0.35627663135528564]","[0.4996401369571686, 0.2825719118118286, -0.37347811460494995]","[0.4528195559978485, 0.23751942813396454, -0.3785160183906555]","[0.5247672200202942, 0.49078214168548584, -0.2879522740840912]","[0.37601715326309204, 0.3614003658294678, -0.3503692150115967]","[0.3776566982269287, 0.3030233681201935, -0.336812287569046]","[0.41196492314338684, 0.2795942723751068, -0.33124664425849915]","[0.4072546064853668, 0.5268455743789673, -0.2864198088645935]","[0.29498177766799927, 0.39297136664390564, -0.3332788050174713]","[0.3165293335914612, 0.3293694853782654, -0.31739041209220886]","[0.3600279688835144, 0.3018617630004883, -0.30948692560195923]","[0.3107919692993164, 0.5534062385559082, -0.2829377055168152]","[0.17399373650550842, 0.44108933210372925, -0.32700949907302856]","[0.12841790914535522, 0.3705272376537323, -0.33557167649269104]","[0.10404270887374878, 0.3258891999721527, -0.3433581590652466]"
175,"[0.6101242303848267, 0.6054821610450745, 1.0305780051567126e-06]","[0.7071873545646667, 0.5080037117004395, -0.044296994805336]","[0.6841366291046143, 0.38646063208580017, -0.10159320384263992]","[0.6045876741409302, 0.29376673698425293, -0.13648565113544464]","[0.4996925890445709, 0.23310254514217377, -0.1781342774629593]","[0.6570541858673096, 0.4502423405647278, -0.279339462518692]","[0.5558202266693115, 0.3455401659011841, -0.35627663135528564]","[0.4996401369571686, 0.2825719118118286, -0.37347811460494995]","[0.4528195559978485, 0.23751942813396454, -0.3785160183906555]","[0.5247672200202942, 0.49078214168548584, -0.2879522740840912]","[0.37601715326309204, 0.3614003658294678, -0.3503692150115967]","[0.3776566982269287, 0.3030233681201935, -0.336812287569046]","[0.41196492314338684, 0.2795942723751068, -0.33124664425849915]","[0.4072546064853668, 0.5268455743789673, -0.2864198088645935]","[0.29498177766799927, 0.39297136664390564, -0.3332788050174713]","[0.3165293335914612, 0.3293694853782654, -0.31739041209220886]","[0.3600279688835144, 0.3018617630004883, -0.30948692560195923]","[0.3107919692993164, 0.5534062385559082, -0.2829377055168152]","[0.17399373650550842, 0.44108933210372925, -0.32700949907302856]","[0.12841790914535522, 0.3705272376537323, -0.33557167649269104]","[0.10404270887374878, 0.3258891999721527, -0.3433581590652466]"
